5.402	5.261	5.116	5.526	5.073	
6.091	5.665	5.131	5.722	5.628	
5.176	5.401	5.230	5.457	5.210	
6.089	5.798	5.153	6.036	5.681	
5.333	5.750	5.453	5.799	5.413	
5.306	5.714	5.347	5.653	5.892	
5.698	5.555	6.096	5.551	5.497	
5.453	5.337	5.362	5.718	5.705	
5.546	5.046	5.590	5.548	4.981	
5.363	5.203	5.389	5.150	5.940	
5.713	5.019	5.630	5.544	5.685	
6.338	5.934	5.707	4.608	5.256	
5.116	5.104	5.127	5.417	5.794	
5.443	5.419	4.898	5.342	5.154	
5.907	5.983	4.832	5.740	5.704	
5.596	5.745	5.490	5.240	5.302	
5.901	4.995	5.754	5.604	5.401	
5.641	4.953	5.173	5.276	5.027	
5.564	5.034	4.802	5.558	5.759	
7.165	5.508	6.326	5.660	5.784	
5.507	5.474	5.156	5.348	5.537	
5.762	5.120	4.931	4.959	5.581	
5.374	5.101	5.563	6.026	5.399	
6.010	5.811	5.367	5.627	5.614	
5.665	5.279	5.128	5.202	5.181	
4.873	5.305	5.545	5.481	5.047	
5.705	5.715	5.832	5.829	5.931	
6.400	5.459	5.287	5.196	5.332	
5.864	4.816	5.237	5.367	5.861	
5.914	5.095	5.254	6.986	5.795	
4.637	6.016	5.385	5.280	5.483	
5.689	5.462	6.099	6.196	6.053	
5.874	5.916	5.897	5.272	5.563	
7.115	5.713	5.615	5.591	5.373	
5.816	4.652	5.634	5.456	5.707	
4.979	5.199	5.857	4.816	5.931	
5.365	5.727	5.269	5.751	5.208	
5.204	5.090	5.185	5.675	5.599	
5.259	5.840	6.151	5.752	4.997	
5.176	5.865	5.297	4.943	5.219	
5.490	5.663	5.494	5.386	5.349	
5.465	5.146	5.843	6.047	4.962	
5.602	6.182	5.317	5.721	5.851	
5.592	5.264	5.410	5.587	4.807	
5.258	5.739	6.124	4.717	5.614	
5.723	4.956	4.997	5.945	4.934	
5.190	4.607	5.379	5.441	5.839	
6.078	5.954	5.983	5.712	5.467	
5.631	5.682	5.682	5.665	5.930	
4.993	5.598	5.410	5.678	5.168	
5.586	6.178	5.878	6.984	6.036	
5.273	5.403	5.607	5.356	5.353	
5.609	4.806	6.472	5.744	5.844	
5.652	5.473	5.610	5.866	5.884	
6.165	5.468	5.910	5.509	5.667	
5.463	5.152	5.603	5.414	5.781	
5.574	5.621	5.184	5.683	5.477	
5.220	5.636	5.095	5.318	5.795	
5.936	4.670	5.640	5.763	4.966	
5.377	5.838	4.912	5.844	5.312	
5.569	5.554	5.179	5.446	5.596	
5.757	5.492	5.313	5.272	6.432	
5.812	5.349	5.248	5.625	4.932	
5.121	5.900	5.812	5.481	6.280	
5.446	5.570	4.976	5.318	5.503	
5.468	7.133	5.922	5.157	5.841	
6.221	5.034	5.017	5.660	5.561	
5.556	3.661	5.320	5.024	6.136	
5.431	4.760	5.477	6.433	5.408	
5.844	5.763	5.393	5.067	5.495	
5.152	6.154	4.832	5.518	5.451	
5.045	5.880	5.987	5.025	5.725	
7.146	6.375	5.419	5.191	5.182	
4.888	5.509	5.796	7.302	5.607	
5.183	7.144	5.640	5.812	5.183	
5.666	5.383	5.303	6.110	5.361	
5.780	5.721	5.237	5.460	5.456	
5.206	5.681	5.633	5.534	5.661	
5.406	5.239	5.318	5.475	5.614	
5.997	5.602	5.772	5.164	6.047	
5.823	5.414	5.718	5.609	5.294	
5.745	5.679	5.010	5.434	5.210	
5.421	5.843	4.774	5.959	5.452	
5.902	5.442	5.765	5.416	5.250	
5.764	5.207	5.427	4.594	5.549	
5.726	5.507	5.644	5.456	5.181	
4.952	5.882	5.386	5.551	4.654	
5.429	5.387	5.278	5.840	5.150	
5.086	5.268	5.060	5.696	5.503	
5.304	5.704	5.235	4.765	6.007	
5.303	5.119	5.478	5.853	7.115	
5.780	5.389	5.913	5.226	5.246	
5.494	4.880	6.050	5.164	5.853	
5.795	5.438	5.158	5.142	5.623	
5.543	5.336	5.329	5.983	6.624	
5.514	5.325	4.964	5.176	5.310	
4.576	5.275	5.725	7.003	5.147	
5.200	6.303	5.373	4.589	4.780	
6.234	5.389	5.930	4.961	5.215	
5.447	5.847	5.651	5.043	5.791	
5.204	5.327	5.624	5.483	7.264	
5.288	5.399	5.419	5.090	4.801	
4.734	5.216	5.032	6.117	5.290	
5.665	5.741	6.093	5.667	6.026	
5.138	5.699	5.608	5.670	5.738	
5.416	5.974	6.052	5.507	5.703	
5.883	5.612	5.230	5.615	6.041	
6.019	5.428	5.755	5.088	5.921	
4.796	5.197	5.688	6.052	6.199	
6.072	5.338	5.345	5.035	5.548	
5.833	5.931	6.256	5.468	5.360	
5.019	5.995	5.078	5.567	5.732	
4.435	7.164	5.895	5.109	5.454	
5.528	5.588	7.310	4.887	5.345	
4.956	5.741	5.294	5.609	6.044	
5.662	5.616	4.963	5.442	5.126	
4.897	5.105	5.816	5.811	5.976	
5.094	5.476	4.761	5.939	5.449	
5.495	5.557	5.600	5.217	5.541	
5.222	5.840	5.493	6.304	5.876	
5.434	5.226	5.802	5.437	4.788	
5.458	5.428	5.499	5.618	5.087	
5.663	5.860	5.111	5.926	7.345	
6.493	5.556	5.548	6.053	5.311	
5.561	5.140	5.140	5.078	5.854	
5.675	5.024	6.008	5.543	5.381	
4.317	5.425	5.450	4.965	5.136	
6.008	5.622	5.204	6.118	5.355	
4.890	5.893	5.621	5.395	5.458	
5.417	4.859	5.504	6.136	5.948	
5.194	5.516	5.068	5.521	5.656	
5.137	5.350	5.796	4.967	5.826	
5.925	5.666	6.153	5.595	4.768	
5.649	4.825	5.670	3.606	5.071	
5.806	5.614	5.998	5.630	4.494	
5.233	5.347	5.294	5.421	5.327	
6.082	7.272	4.944	5.912	6.049	
4.863	4.793	5.819	4.869	5.622	
5.305	5.367	5.225	5.548	5.351	
5.266	5.778	5.810	5.776	4.181	
5.177	5.149	5.482	5.184	5.735	
5.145	5.425	5.578	5.280	5.847	
6.172	6.255	5.748	5.433	6.553	
5.637	5.321	5.268	5.733	5.970	
5.846	5.377	5.831	5.381	5.460	
5.471	5.261	6.395	5.141	6.161	
5.497	5.430	5.566	5.558	4.999	
6.028	5.247	5.438	5.406	4.973	
5.289	6.540	5.330	5.112	5.521	
5.432	5.306	5.160	5.488	5.651	
5.292	5.186	4.513	5.496	5.516	
5.280	5.376	5.542	5.660	5.159	
5.437	5.664	5.745	5.518	5.162	
5.300	5.219	5.494	5.483	5.719	
4.891	5.821	5.634	6.916	5.042	
5.890	5.951	4.822	5.917	5.420	
5.555	5.015	4.924	5.210	4.917	
5.190	5.384	5.647	5.889	5.668	
5.947	5.393	4.745	5.576	5.054	
5.611	5.752	5.935	5.033	5.939	
4.921	5.596	5.745	5.344	5.262	
5.332	6.060	5.481	5.442	5.635	
5.571	5.904	5.055	5.854	5.047	
5.820	5.047	5.581	5.294	5.359	
5.254	5.585	5.473	5.909	5.261	
5.594	4.980	5.449	5.325	6.084	
4.925	5.221	5.396	5.527	5.584	
5.402	5.209	5.362	5.334	5.071	
5.634	4.898	5.713	5.524	5.594	
5.408	5.554	5.337	5.665	5.391	
5.446	5.243	5.747	5.474	5.083	
4.948	5.811	5.726	5.433	5.896	
6.287	6.156	5.912	5.852	5.426	
6.060	5.271	5.684	5.249	6.047	
5.076	5.269	6.160	5.436	5.416	
5.478	6.098	5.494	3.480	5.773	
5.389	5.404	5.858	5.267	5.143	
5.624	5.769	4.999	5.381	5.672	
5.609	5.499	5.467	5.361	5.591	
5.648	5.467	4.934	5.879	6.377	
5.182	6.192	5.475	5.795	4.845	
4.941	5.554	5.576	5.611	5.412	
5.628	5.519	5.655	5.790	5.021	
5.600	5.200	5.457	5.794	6.274	
5.440	5.698	6.319	5.393	5.697	
6.043	5.586	5.508	5.984	4.860	
5.746	5.886	5.718	5.390	5.448	
4.993	5.888	5.884	5.501	5.803	
5.876	5.308	6.050	5.938	5.026	
5.794	5.775	5.077	5.101	5.211	
6.028	5.797	5.271	5.748	5.924	
5.401	5.523	5.035	5.395	4.875	
5.617	5.908	4.952	4.976	5.300	
5.244	5.348	5.890	6.376	6.220	
5.907	4.984	5.465	5.581	6.047	
5.606	5.554	5.586	5.245	5.194	
5.190	5.728	5.700	4.954	5.975	
5.348	5.036	6.639	5.565	5.434	
5.561	5.990	5.953	6.088	5.277	
5.725	5.994	5.786	5.800	4.992	
